,Rk,Gtm,Date,Unnamed: 3,Opp,Type,Rslt,Tm,Opp.1,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG.1,FGA.1,FG%.1,3P.1,3PA.1,3P%.1,2P.1,2PA.1,2P%.1,eFG%.1,FT.1,FTA.1,FT%.1,ORB.1,DRB.1,TRB.1,AST.1,STL.1,BLK.1,TOV.1,PF.1,Season,School
42544,1.0,1.0,2024-11-04,,Binghamton,REG (Non-Conf),W,108,66,,35,69,0.507,13,31,0.419,22,38,0.579,0.601,25,32,0.781,14,24,38,17,16,7,5,17,24,56,0.429,7,19,0.368,17,37,0.459,0.491,11,15,0.733,8,19,27,14,2,1,21,26,2025,penn-state
42545,2.0,2.0,2024-11-08,,UMBC,REG (Non-Conf),W,103,54,,37,67,0.552,10,23,0.435,27,44,0.614,0.627,19,29,0.655,10,37,47,21,12,8,11,13,19,65,0.292,8,24,0.333,11,41,0.268,0.354,8,14,0.571,7,24,31,13,10,1,17,25,2025,penn-state
42546,3.0,3.0,2024-11-12,,Saint Francis (PA),REG (Non-Conf),W,92,62,,34,69,0.493,9,27,0.333,25,42,0.595,0.558,15,20,0.75,11,26,37,19,17,3,15,17,22,59,0.373,9,31,0.29,13,28,0.464,0.449,9,17,0.529,10,21,31,10,10,4,21,20,2025,penn-state
42547,4.0,4.0,2024-11-15,N,Virginia Tech,REG (Non-Conf),W,86,64,,28,55,0.509,8,22,0.364,20,33,0.606,0.582,22,30,0.733,5,18,23,16,16,3,12,22,20,45,0.444,5,18,0.278,15,27,0.556,0.5,19,26,0.731,8,23,31,13,3,2,24,28,2025,penn-state
42548,5.0,5.0,2024-11-20,,Purdue Fort Wayne,REG (Non-Conf),W,102,89,,34,61,0.557,11,25,0.44,23,36,0.639,0.648,23,30,0.767,15,19,34,25,8,8,13,18,31,70,0.443,12,28,0.429,19,42,0.452,0.529,15,19,0.789,14,14,28,16,9,4,9,23,2025,penn-state
42549,6.0,6.0,2024-11-25,N,Fordham,REG (Non-Conf),W,85,66,,30,57,0.526,5,14,0.357,25,43,0.581,0.57,20,32,0.625,11,26,37,13,5,1,11,19,26,54,0.481,4,18,0.222,22,36,0.611,0.519,10,20,0.5,7,20,27,16,9,1,14,24,2025,penn-state
42550,7.0,7.0,2024-11-26,N,Clemson,REG (Non-Conf),L,67,75,,26,56,0.464,4,18,0.222,22,38,0.579,0.5,11,15,0.733,6,22,28,18,5,5,16,19,25,57,0.439,9,19,0.474,16,38,0.421,0.518,16,20,0.8,9,22,31,17,7,3,13,15,2025,penn-state
42551,8.0,8.0,2024-12-01,,Buffalo,REG (Non-Conf),W,87,64,,35,62,0.565,9,21,0.429,26,41,0.634,0.637,8,13,0.615,7,24,31,23,7,2,11,14,22,53,0.415,7,27,0.259,15,26,0.577,0.481,13,16,0.813,5,19,24,12,6,3,13,16,2025,penn-state
42552,9.0,9.0,2024-12-05,,Purdue,REG (Conf),W,81,70,,23,47,0.489,7,18,0.389,16,29,0.552,0.564,28,32,0.875,7,19,26,14,14,2,16,20,24,47,0.511,8,21,0.381,16,26,0.615,0.596,14,19,0.737,4,18,22,17,9,0,22,21,2025,penn-state
42553,10.0,10.0,2024-12-10,@,Rutgers,REG (Conf),L,76,80,,30,68,0.441,9,23,0.391,21,45,0.467,0.507,7,9,0.778,3,26,29,15,9,3,6,22,29,60,0.483,8,22,0.364,21,38,0.553,0.55,14,25,0.56,11,31,42,17,2,7,14,14,2025,penn-state
