,Rk,Gtm,Date,Unnamed: 3,Opp,Type,Rslt,Tm,Opp.1,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG.1,FGA.1,FG%.1,3P.1,3PA.1,3P%.1,2P.1,2PA.1,2P%.1,eFG%.1,FT.1,FTA.1,FT%.1,ORB.1,DRB.1,TRB.1,AST.1,STL.1,BLK.1,TOV.1,PF.1,Season,School
44660,25,25,2025-02-08,@,Utah Valley,REG (Conf),L,56,81,,15,47,.319,5,13,.385,10,34,.294,.372,21,27,.778,10,20,30,7,7,7,17,22,25,50,.500,9,19,.474,16,31,.516,.590,22,32,.688,9,25,34,23,12,5,10,18,2025,tarleton-state
44661,26,26,2025-02-13,,Grand Canyon,REG (Conf),L,60,64,,24,58,.414,4,15,.267,20,43,.465,.448,8,15,.533,9,17,26,10,14,4,12,22,20,41,.488,2,12,.167,18,29,.621,.512,22,28,.786,9,27,36,13,10,9,21,18,2025,tarleton-state
44662,27,27,2025-02-15,,Seattle,REG (Conf),W,67,64,,17,42,.405,4,10,.400,13,32,.406,.452,29,35,.829,7,21,28,11,11,7,20,26,18,51,.353,3,20,.150,15,31,.484,.382,25,30,.833,8,16,24,9,12,5,15,28,2025,tarleton-state
44663,28,28,2025-02-22,@,UT Arlington,REG (Conf),L,57,67,,21,57,.368,2,11,.182,19,46,.413,.386,13,20,.650,12,21,33,13,10,1,12,22,22,53,.415,7,29,.241,15,24,.625,.481,16,23,.696,11,25,36,16,3,7,14,22,2025,tarleton-state
44664,29,29,2025-02-27,,Abilene Christian,REG (Conf),W,67,52,,25,55,.455,2,8,.250,23,47,.489,.473,15,21,.714,12,22,34,17,6,6,13,11,21,48,.438,4,15,.267,17,33,.515,.479,6,13,.462,4,18,22,15,4,4,17,20,2025,tarleton-state
44665,30,30,2025-03-06,@,California Baptist,REG (Conf),L,48,68,,20,51,.392,4,14,.286,16,37,.432,.431,4,14,.286,11,22,33,5,6,3,16,16,22,48,.458,13,28,.464,9,20,.450,.594,11,16,.688,4,20,24,12,8,4,10,20,2025,tarleton-state
44666,31,31,2025-03-08,,Utah Valley,REG (Conf),L,66,71,,22,53,.415,5,14,.357,17,39,.436,.462,17,23,.739,5,19,24,12,5,4,12,27,21,47,.447,2,14,.143,19,33,.576,.468,27,40,.675,8,22,30,10,3,7,15,22,2025,tarleton-state
44667,Rk,Gtm,Date,,Opp,Type,Rslt,Tm,Opp,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,2025,tarleton-state
44668,32,32,2025-03-13,N,California Baptist,CTOURN,L,51,55,,19,44,.432,1,10,.100,18,34,.529,.443,12,16,.750,2,20,22,6,4,5,11,12,19,58,.328,7,26,.269,12,32,.375,.388,10,14,.714,12,22,34,12,7,1,12,15,2025,tarleton-state
44669,,,,,,,12-20,2025,2227,,697,1614,.432,132,408,.324,565,1206,.468,.473,499,681,.733,252,615,867,338,300,115,512,612,722,1627,.444,233,686,.340,489,941,.520,.515,550,753,.730,272,645,917,434,274,140,512,624,2025,tarleton-state
