,Rk,Gtm,Date,Unnamed: 3,Opp,Type,Rslt,Tm,Opp.1,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG.1,FGA.1,FG%.1,3P.1,3PA.1,3P%.1,2P.1,2PA.1,2P%.1,eFG%.1,FT.1,FTA.1,FT%.1,ORB.1,DRB.1,TRB.1,AST.1,STL.1,BLK.1,TOV.1,PF.1,Season,School
36088,1.0,1.0,2024-11-04,@,Arizona,REG (Non-Conf),L,64,93,,22,51,0.431,10,26,0.385,12,25,0.48,0.529,10,13,0.769,4,18,22,12,7,1,19,20,33,68,0.485,8,28,0.286,25,40,0.625,0.544,19,27,0.704,15,25,40,20,12,3,9,15,2025,canisius
36089,2.0,2.0,2024-11-09,,St. Bonaventure,REG (Non-Conf),L,78,87,,27,56,0.482,14,32,0.438,13,24,0.542,0.607,10,12,0.833,6,14,20,13,6,0,9,18,31,58,0.534,5,19,0.263,26,39,0.667,0.578,20,24,0.833,14,21,35,11,8,4,8,9,2025,canisius
36090,3.0,3.0,2024-11-13,@,Mercyhurst,REG (Non-Conf),L,52,62,,17,45,0.378,8,23,0.348,9,22,0.409,0.467,10,12,0.833,8,24,32,7,5,5,14,17,22,56,0.393,6,23,0.261,16,33,0.485,0.446,12,18,0.667,8,20,28,15,7,2,6,11,2025,canisius
36091,4.0,4.0,2024-11-16,N,SIU Edwardsville,REG (Non-Conf),L,58,76,,22,55,0.4,6,21,0.286,16,34,0.471,0.455,8,11,0.727,6,19,25,8,8,1,13,11,29,58,0.5,10,22,0.455,19,36,0.528,0.586,8,10,0.8,9,28,37,20,4,3,13,14,2025,canisius
36092,5.0,5.0,2024-11-17,@,Western Michigan,REG (Non-Conf),L,69,92,,23,64,0.359,9,30,0.3,14,34,0.412,0.43,14,16,0.875,6,20,26,12,4,2,4,13,38,60,0.633,10,23,0.435,28,37,0.757,0.717,6,10,0.6,3,32,35,24,3,4,6,16,2025,canisius
36093,6.0,6.0,2024-11-19,@,Maryland,REG (Non-Conf),L,37,108,,14,55,0.255,5,25,0.2,9,30,0.3,0.3,4,6,0.667,3,19,22,5,7,2,18,21,39,72,0.542,9,31,0.29,30,41,0.732,0.604,21,25,0.84,15,38,53,18,9,3,9,5,2025,canisius
36094,7.0,7.0,2024-11-23,,Brown,REG (Non-Conf),L,76,83,,29,57,0.509,8,19,0.421,21,38,0.553,0.579,10,12,0.833,6,13,19,16,5,1,10,19,27,50,0.54,11,23,0.478,16,27,0.593,0.65,18,25,0.72,11,19,30,15,3,5,10,11,2025,canisius
36095,8.0,8.0,2024-11-27,@,Robert Morris,REG (Non-Conf),L,64,72,,26,62,0.419,7,26,0.269,19,36,0.528,0.476,5,7,0.714,5,18,23,11,7,3,9,21,23,56,0.411,7,23,0.304,16,33,0.485,0.473,19,23,0.826,12,28,40,13,3,4,13,15,2025,canisius
36096,9.0,9.0,2024-12-06,,Merrimack,REG (Conf),L,52,60,,19,64,0.297,6,31,0.194,13,33,0.394,0.344,8,8,1.0,11,29,40,12,3,5,12,17,16,54,0.296,7,25,0.28,9,29,0.31,0.361,21,28,0.75,6,25,31,9,5,7,5,11,2025,canisius
36097,10.0,10.0,2024-12-08,,Siena,REG (Conf),L,53,66,,17,42,0.405,4,12,0.333,13,30,0.433,0.452,15,19,0.789,2,18,20,7,4,1,10,16,25,54,0.463,10,28,0.357,15,26,0.577,0.556,6,12,0.5,10,21,31,14,3,0,10,14,2025,canisius
36098,11.0,11.0,2024-12-14,,Maine,REG (Non-Conf),L,79,84,,29,54,0.537,9,21,0.429,20,33,0.606,0.62,12,14,0.857,3,15,18,16,6,2,6,12,33,53,0.623,7,16,0.438,26,37,0.703,0.689,11,16,0.688,5,21,26,21,2,1,8,11,2025,canisius
36099,12.0,12.0,2024-12-18,@,Loyola Chicago,REG (Non-Conf),L,60,72,,24,53,0.453,8,18,0.444,16,35,0.457,0.528,4,6,0.667,1,21,22,14,6,6,10,11,29,61,0.475,11,28,0.393,18,33,0.545,0.566,3,5,0.6,7,27,34,20,3,4,10,8,2025,canisius
