,Rk,Gtm,Date,Unnamed: 3,Opp,Type,Rslt,Tm,Opp.1,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG.1,FGA.1,FG%.1,3P.1,3PA.1,3P%.1,2P.1,2PA.1,2P%.1,eFG%.1,FT.1,FTA.1,FT%.1,ORB.1,DRB.1,TRB.1,AST.1,STL.1,BLK.1,TOV.1,PF.1,Season,School
40832,22.0,22.0,2025-02-01,@,Arkansas–Pine Bluff,REG (Conf),W,79,76,,24,47,0.511,6,15,0.4,18,32,0.563,0.574,25,33,0.758,6,25,31,15,6,0,12,16,29,64,0.453,5,22,0.227,24,42,0.571,0.492,13,26,0.5,11,18,29,13,6,1,8,23,2025,mississippi-valley-state
40833,23.0,23.0,2025-02-08,@,Jackson State,REG (Conf),L,44,92,,14,45,0.311,3,19,0.158,11,26,0.423,0.344,13,18,0.722,5,17,22,6,2,1,13,23,30,58,0.517,10,22,0.455,20,36,0.556,0.603,22,33,0.667,14,26,40,20,10,2,5,17,2025,mississippi-valley-state
40834,24.0,24.0,2025-02-10,@,Alcorn State,REG (Conf),L,39,86,,12,40,0.3,3,11,0.273,9,29,0.31,0.338,12,21,0.571,5,12,17,2,2,2,18,17,32,59,0.542,6,13,0.462,26,46,0.565,0.593,16,24,0.667,9,23,32,10,13,2,4,22,2025,mississippi-valley-state
40835,25.0,25.0,2025-02-15,,Alabama A&M,REG (Conf),L,70,82,,23,44,0.523,5,12,0.417,18,32,0.563,0.58,19,33,0.576,5,17,22,7,8,2,16,24,24,52,0.462,8,20,0.4,16,32,0.5,0.538,26,38,0.684,12,21,33,11,9,3,13,25,2025,mississippi-valley-state
40836,26.0,26.0,2025-02-17,,Alabama State,REG (Conf),L,56,79,,24,63,0.381,7,22,0.318,17,41,0.415,0.437,1,3,0.333,4,21,25,12,4,2,12,9,29,65,0.446,14,32,0.438,15,33,0.455,0.554,7,9,0.778,9,29,38,17,8,4,8,11,2025,mississippi-valley-state
40837,27.0,27.0,2025-02-22,@,Texas Southern,REG (Conf),L,38,79,,13,55,0.236,4,18,0.222,9,37,0.243,0.273,8,14,0.571,6,20,26,6,7,2,18,11,32,71,0.451,6,27,0.222,26,44,0.591,0.493,9,14,0.643,16,31,47,16,13,6,14,12,2025,mississippi-valley-state
40838,28.0,28.0,2025-02-24,@,Prairie View A&M,REG (Conf),L,56,64,,20,43,0.465,5,13,0.385,15,30,0.5,0.523,11,20,0.55,6,24,30,11,7,2,18,12,26,56,0.464,6,18,0.333,20,38,0.526,0.518,6,9,0.667,4,18,22,14,12,4,10,13,2025,mississippi-valley-state
40839,29.0,29.0,2025-03-01,,Arkansas–Pine Bluff,REG (Conf),L,58,83,,21,55,0.382,7,20,0.35,14,35,0.4,0.445,9,14,0.643,9,15,24,7,5,3,10,20,29,53,0.547,7,11,0.636,22,42,0.524,0.613,18,29,0.621,7,26,33,14,6,3,5,15,2025,mississippi-valley-state
40840,30.0,30.0,2025-03-06,,Alcorn State,REG (Conf),L,64,72,,23,46,0.5,6,14,0.429,17,32,0.531,0.565,12,18,0.667,2,17,19,10,3,1,11,11,29,55,0.527,2,8,0.25,27,47,0.574,0.545,12,17,0.706,9,23,32,8,6,2,8,19,2025,mississippi-valley-state
40841,31.0,31.0,2025-03-08,,Jackson State,REG (Conf),L,62,66,,23,56,0.411,10,21,0.476,13,35,0.371,0.5,6,7,0.857,4,22,26,15,6,4,13,15,26,52,0.5,0,7,0.0,26,45,0.578,0.5,14,25,0.56,8,25,33,6,10,4,14,10,2025,mississippi-valley-state
40842,,,,,,,3-28,1678,2506,,610,1568,0.389,140,473,0.296,470,1095,0.429,0.434,318,482,0.66,191,569,760,258,186,60,468,507,898,1798,0.499,255,684,0.373,643,1114,0.577,0.57,455,665,0.684,320,724,1044,475,300,108,313,460,2025,mississippi-valley-state
