,Rk,Gtm,Date,Unnamed: 3,Opp,Type,Rslt,Tm,Opp.1,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG.1,FGA.1,FG%.1,3P.1,3PA.1,3P%.1,2P.1,2PA.1,2P%.1,eFG%.1,FT.1,FTA.1,FT%.1,ORB.1,DRB.1,TRB.1,AST.1,STL.1,BLK.1,TOV.1,PF.1,Season,School
45838,22.0,22.0,2025-01-29,@,Central Arkansas,REG (Conf),L,70,75,,25,63,0.397,6,18,0.333,19,45,0.422,0.444,14,20,0.7,16,17,33,11,10,2,12,13,28,58,0.483,10,23,0.435,18,35,0.514,0.569,9,13,0.692,10,22,32,20,9,5,14,20,2025,west-georgia
45839,23.0,23.0,2025-02-01,@,Queens (NC),REG (Conf),L,68,87,,26,61,0.426,3,11,0.273,23,50,0.46,0.451,13,16,0.813,5,19,24,12,11,3,7,11,34,57,0.596,10,23,0.435,24,34,0.706,0.684,9,14,0.643,4,27,31,19,5,6,13,15,2025,west-georgia
45840,24.0,24.0,2025-02-05,,Lipscomb,REG (Conf),L,67,76,,28,62,0.452,5,21,0.238,23,41,0.561,0.492,6,7,0.857,6,23,29,15,6,2,10,10,29,60,0.483,11,27,0.407,18,33,0.545,0.575,7,10,0.7,6,28,34,15,8,1,10,8,2025,west-georgia
45841,25.0,25.0,2025-02-08,,North Alabama,REG (Conf),L,61,78,,23,61,0.377,4,22,0.182,19,39,0.487,0.41,11,19,0.579,13,24,37,9,3,7,6,16,28,62,0.452,6,20,0.3,22,42,0.524,0.5,16,27,0.593,14,30,44,10,6,0,5,17,2025,west-georgia
45842,26.0,26.0,2025-02-13,@,Eastern Kentucky,REG (Conf),L,73,95,,28,58,0.483,6,16,0.375,22,42,0.524,0.534,11,16,0.688,7,23,30,14,6,1,12,16,33,64,0.516,16,34,0.471,17,30,0.567,0.641,13,18,0.722,7,23,30,22,7,3,8,13,2025,west-georgia
45843,27.0,27.0,2025-02-15,@,Bellarmine,REG (Conf),W,81,76,,23,49,0.469,10,22,0.455,13,27,0.481,0.571,25,31,0.806,6,25,31,13,5,3,10,12,30,64,0.469,12,30,0.4,18,34,0.529,0.563,4,6,0.667,7,19,26,18,5,4,10,20,2025,west-georgia
45844,28.0,28.0,2025-02-18,@,North Alabama,REG (Conf),L,62,80,,27,61,0.443,4,18,0.222,23,43,0.535,0.475,4,8,0.5,6,23,29,13,2,2,13,18,28,55,0.509,2,13,0.154,26,42,0.619,0.527,22,29,0.759,5,30,35,11,10,2,5,12,2025,west-georgia
45845,29.0,29.0,2025-02-20,,Central Arkansas,REG (Conf),L,71,82,,25,52,0.481,8,18,0.444,17,34,0.5,0.558,13,17,0.765,5,19,24,19,9,2,13,16,26,54,0.481,12,28,0.429,14,26,0.538,0.593,18,24,0.75,7,17,24,17,8,1,11,12,2025,west-georgia
45846,30.0,30.0,2025-02-24,,Queens (NC),REG (Conf),L,57,72,,21,57,0.368,1,11,0.091,20,46,0.435,0.377,14,21,0.667,8,23,31,14,6,3,8,20,22,57,0.386,7,25,0.28,15,32,0.469,0.447,21,24,0.875,9,26,35,12,2,6,9,18,2025,west-georgia
45847,31.0,31.0,2025-02-26,,Austin Peay,REG (Conf),W,73,70,,26,64,0.406,4,17,0.235,22,47,0.468,0.438,17,23,0.739,12,22,34,15,5,5,5,13,25,57,0.439,5,19,0.263,20,38,0.526,0.482,15,17,0.882,5,28,33,15,2,2,8,19,2025,west-georgia
45848,,,,,,,6-25,2140,2426,,803,1848,0.435,168,557,0.302,635,1291,0.492,0.48,366,528,0.693,254,666,920,418,216,92,331,493,845,1771,0.477,277,768,0.361,568,1003,0.566,0.555,459,644,0.713,244,770,1014,486,214,94,345,475,2025,west-georgia
