,Rk,Gtm,Date,Unnamed: 3,Opp,Type,Rslt,Tm,Opp.1,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG.1,FGA.1,FG%.1,3P.1,3PA.1,3P%.1,2P.1,2PA.1,2P%.1,eFG%.1,FT.1,FTA.1,FT%.1,ORB.1,DRB.1,TRB.1,AST.1,STL.1,BLK.1,TOV.1,PF.1,Season,School
35318,1.0,1.0,2024-11-04,@,VCU,REG (Non-Conf),L,65,84,,26,56,0.464,4,13,0.308,22,43,0.512,0.5,9,13,0.692,9,17,26,8,10,1,13,23,29,55,0.527,15,29,0.517,14,26,0.538,0.664,11,17,0.647,11,21,32,20,7,10,16,17,2025,bellarmine
35319,2.0,2.0,2024-11-09,,VMI,REG (Non-Conf),L,71,76,,24,51,0.471,10,30,0.333,14,21,0.667,0.569,13,15,0.867,4,24,28,21,4,2,15,16,28,62,0.452,8,20,0.4,20,42,0.476,0.516,12,14,0.857,9,22,31,12,8,2,7,16,2025,bellarmine
35320,3.0,3.0,2024-11-13,,Southern Indiana,REG (Non-Conf),L,69,71,,25,54,0.463,8,25,0.32,17,29,0.586,0.537,11,14,0.786,4,21,25,14,9,2,13,17,24,53,0.453,6,14,0.429,18,39,0.462,0.509,17,22,0.773,5,21,26,12,8,2,12,15,2025,bellarmine
35321,4.0,4.0,2024-11-16,@,Marshall,REG (Non-Conf),L,62,83,,18,49,0.367,5,18,0.278,13,31,0.419,0.418,21,25,0.84,3,20,23,8,8,1,14,17,29,60,0.483,9,25,0.36,20,35,0.571,0.558,16,17,0.941,7,25,32,17,8,2,9,22,2025,bellarmine
35322,5.0,5.0,2024-11-19,@,Louisville,REG (Non-Conf),L,68,100,,24,53,0.453,9,25,0.36,15,28,0.536,0.538,11,17,0.647,4,18,22,15,5,2,14,20,35,64,0.547,12,35,0.343,23,29,0.793,0.641,18,24,0.75,10,27,37,15,7,2,8,19,2025,bellarmine
35323,6.0,6.0,2024-11-23,,Bowling Green,REG (Non-Conf),W,80,68,,26,52,0.5,8,20,0.4,18,32,0.563,0.577,20,22,0.909,5,27,32,12,6,4,9,14,23,55,0.418,10,26,0.385,13,29,0.448,0.509,12,16,0.75,5,19,24,9,6,1,10,18,2025,bellarmine
35324,7.0,7.0,2024-11-26,,,REG (Non-Conf),W,101,60,,38,65,0.585,11,30,0.367,27,35,0.771,0.669,14,14,1.0,8,37,45,25,9,4,18,7,24,68,0.353,3,18,0.167,21,50,0.42,0.375,9,12,0.75,5,16,21,4,12,1,11,13,2025,bellarmine
35325,8.0,8.0,2024-11-30,@,Northern Kentucky,REG (Non-Conf),L,70,86,,24,53,0.453,12,31,0.387,12,22,0.545,0.566,10,10,1.0,3,21,24,16,3,1,13,20,32,62,0.516,7,25,0.28,25,37,0.676,0.573,15,21,0.714,9,25,34,16,8,3,5,12,2025,bellarmine
35326,9.0,9.0,2024-12-04,@,Western Carolina,REG (Non-Conf),L,74,86,,26,56,0.464,12,29,0.414,14,27,0.519,0.571,10,15,0.667,4,20,24,16,6,0,12,16,31,64,0.484,13,32,0.406,18,32,0.563,0.586,11,18,0.611,11,26,37,14,6,0,11,16,2025,bellarmine
35327,10.0,10.0,2024-12-07,,,REG (Non-Conf),W,94,66,,35,66,0.53,22,49,0.449,13,17,0.765,0.697,2,3,0.667,11,31,42,26,6,0,9,7,26,62,0.419,11,26,0.423,15,36,0.417,0.508,3,9,0.333,6,21,27,15,7,0,6,9,2025,bellarmine
35328,11.0,11.0,2024-12-14,,Ball State,REG (Non-Conf),L,82,86,,29,61,0.475,11,29,0.379,18,32,0.563,0.566,13,15,0.867,11,15,26,21,6,1,10,20,26,48,0.542,10,19,0.526,16,29,0.552,0.646,24,32,0.75,6,19,25,13,8,0,8,16,2025,bellarmine
35329,12.0,12.0,2024-12-19,@,Wyoming,REG (Non-Conf),L,55,92,,19,49,0.388,5,21,0.238,14,28,0.5,0.439,12,15,0.8,3,12,15,9,6,0,10,8,36,55,0.655,14,28,0.5,22,27,0.815,0.782,6,7,0.857,7,25,32,21,4,4,11,14,2025,bellarmine
35330,13.0,13.0,2024-12-21,@,Colorado,REG (Non-Conf),L,55,79,,21,53,0.396,7,26,0.269,14,27,0.519,0.462,6,9,0.667,4,24,28,11,9,3,17,19,29,62,0.468,6,24,0.25,23,38,0.605,0.516,15,19,0.789,9,25,34,22,15,3,10,8,2025,bellarmine
35331,14.0,14.0,2025-01-02,@,North Alabama,REG (Conf),L,66,82,,23,56,0.411,7,22,0.318,16,34,0.471,0.473,13,17,0.765,8,20,28,11,2,0,7,14,32,65,0.492,11,32,0.344,21,33,0.636,0.577,7,11,0.636,13,26,39,16,5,2,5,17,2025,bellarmine
35332,15.0,15.0,2025-01-04,@,Central Arkansas,REG (Conf),L,65,71,,25,57,0.439,10,30,0.333,15,27,0.556,0.526,5,7,0.714,6,27,33,16,5,1,10,20,22,55,0.4,10,34,0.294,12,21,0.571,0.491,17,27,0.63,9,25,34,14,9,0,10,14,2025,bellarmine
35333,16.0,16.0,2025-01-09,,Jacksonville,REG (Conf),L,59,74,,19,48,0.396,9,21,0.429,10,27,0.37,0.49,12,14,0.857,4,18,22,10,5,6,14,14,27,61,0.443,11,29,0.379,16,32,0.5,0.533,9,12,0.75,15,21,36,14,8,2,9,14,2025,bellarmine
35334,17.0,17.0,2025-01-11,,North Florida,REG (Conf),L,83,98,,33,61,0.541,5,18,0.278,28,43,0.651,0.582,12,20,0.6,10,18,28,17,4,2,8,15,36,58,0.621,20,37,0.541,16,21,0.762,0.793,6,11,0.545,5,21,26,20,6,3,9,22,2025,bellarmine
35335,18.0,18.0,2025-01-16,,Lipscomb,REG (Conf),L,53,87,,18,54,0.333,7,26,0.269,11,28,0.393,0.398,10,13,0.769,5,19,24,6,7,0,10,13,33,62,0.532,15,35,0.429,18,27,0.667,0.653,6,10,0.6,11,31,42,19,6,1,9,14,2025,bellarmine
35336,19.0,19.0,2025-01-18,@,Eastern Kentucky,REG (Conf),L,69,72,,23,47,0.489,9,15,0.6,14,32,0.438,0.585,14,19,0.737,5,20,25,13,3,1,16,21,23,50,0.46,7,24,0.292,16,26,0.615,0.53,19,22,0.864,5,17,22,10,12,6,9,20,2025,bellarmine
35337,20.0,20.0,2025-01-23,,Florida Gulf Coast,REG (Conf),L,61,77,,23,61,0.377,7,27,0.259,16,34,0.471,0.434,8,10,0.8,8,21,29,10,4,1,5,9,30,56,0.536,13,27,0.481,17,29,0.586,0.652,4,6,0.667,4,29,33,20,5,0,5,10,2025,bellarmine
35338,21.0,21.0,2025-01-25,,Stetson,REG (Conf),L,76,81,,27,61,0.443,14,33,0.424,13,28,0.464,0.557,8,10,0.8,3,21,24,18,4,3,7,25,24,51,0.471,9,23,0.391,15,28,0.536,0.559,24,30,0.8,8,30,38,13,1,2,11,11,2025,bellarmine
35339,22.0,22.0,2025-01-30,@,Austin Peay,REG (Conf),L,77,86,OT,27,63,0.429,7,22,0.318,20,41,0.488,0.484,16,21,0.762,8,22,30,6,6,1,8,23,27,60,0.45,8,27,0.296,19,33,0.576,0.517,24,33,0.727,13,29,42,14,3,1,12,16,2025,bellarmine
35340,23.0,23.0,2025-02-01,@,Lipscomb,REG (Conf),L,80,87,,33,56,0.589,6,20,0.3,27,36,0.75,0.643,8,9,0.889,2,20,22,7,8,0,12,24,25,46,0.543,11,27,0.407,14,19,0.737,0.663,26,33,0.788,3,21,24,15,8,1,9,11,2025,bellarmine
35341,24.0,24.0,2025-02-06,@,North Florida,REG (Conf),L,88,95,,34,68,0.5,11,30,0.367,23,38,0.605,0.581,9,14,0.643,6,14,20,22,12,1,8,18,28,55,0.509,12,28,0.429,16,27,0.593,0.618,27,28,0.964,10,26,36,16,5,4,17,15,2025,bellarmine
35342,25.0,25.0,2025-02-08,@,Jacksonville,REG (Conf),L,64,73,,22,48,0.458,8,22,0.364,14,26,0.538,0.542,12,15,0.8,4,19,23,9,6,1,11,19,25,53,0.472,8,23,0.348,17,30,0.567,0.547,15,20,0.75,7,22,29,19,7,2,10,16,2025,bellarmine
35343,26.0,26.0,2025-02-13,,Queens (NC),REG (Conf),L,87,92,OT,31,65,0.477,9,24,0.375,22,41,0.537,0.546,16,22,0.727,8,19,27,14,12,4,7,22,30,52,0.577,9,22,0.409,21,30,0.7,0.663,23,31,0.742,4,26,30,19,5,5,13,19,2025,bellarmine
35344,27.0,27.0,2025-02-15,,West Georgia,REG (Conf),L,76,81,,30,64,0.469,12,30,0.4,18,34,0.529,0.563,4,6,0.667,7,19,26,18,5,4,10,20,23,49,0.469,10,22,0.455,13,27,0.481,0.571,25,31,0.806,6,25,31,13,5,3,10,12,2025,bellarmine
35345,28.0,28.0,2025-02-18,,Austin Peay,REG (Conf),W,94,68,,36,58,0.621,10,19,0.526,26,39,0.667,0.707,12,17,0.706,2,27,29,19,4,2,6,16,20,59,0.339,11,32,0.344,9,27,0.333,0.432,17,22,0.773,7,22,29,12,2,5,10,17,2025,bellarmine
35346,29.0,29.0,2025-02-20,,Eastern Kentucky,REG (Conf),W,80,74,,27,50,0.54,8,20,0.4,19,30,0.633,0.62,18,24,0.75,4,30,34,17,5,1,11,16,24,66,0.364,11,37,0.297,13,29,0.448,0.447,15,17,0.882,11,20,31,16,8,0,6,20,2025,bellarmine
35347,30.0,30.0,2025-02-24,@,Stetson,REG (Conf),L,67,69,,24,55,0.436,11,27,0.407,13,28,0.464,0.536,8,10,0.8,4,16,20,15,12,3,10,17,24,49,0.49,6,21,0.286,18,28,0.643,0.551,15,18,0.833,4,25,29,13,8,2,13,11,2025,bellarmine
35348,31.0,31.0,2025-02-26,@,Florida Gulf Coast,REG (Conf),L,61,80,,24,53,0.453,7,24,0.292,17,29,0.586,0.519,6,9,0.667,3,16,19,9,6,1,8,12,32,65,0.492,13,26,0.5,19,39,0.487,0.592,3,7,0.429,14,25,39,16,5,0,11,7,2025,bellarmine
35349,,,,,,,5-26,2252,2484,,814,1743,0.467,281,776,0.362,533,967,0.551,0.548,343,444,0.773,170,653,823,439,197,53,335,522,857,1782,0.481,319,827,0.386,538,955,0.563,0.57,451,597,0.755,249,733,982,469,212,69,302,461,2025,bellarmine
