,Rk,Gtm,Date,Unnamed: 3,Opp,Type,Rslt,Tm,Opp.1,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG.1,FGA.1,FG%.1,3P.1,3PA.1,3P%.1,2P.1,2PA.1,2P%.1,eFG%.1,FT.1,FTA.1,FT%.1,ORB.1,DRB.1,TRB.1,AST.1,STL.1,BLK.1,TOV.1,PF.1,Season,School
35774,1.0,1.0,2024-11-04,@,Old Dominion,REG (Non-Conf),W,83,82,,32,57,0.561,10,22,0.455,22,35,0.629,0.649,9,17,0.529,5,23,28,17,9,6,13,10,33,77,0.429,12,30,0.4,21,47,0.447,0.506,4,8,0.5,17,24,41,15,9,4,14,13,2025,buffalo
35775,2.0,2.0,2024-11-08,,,REG (Non-Conf),W,87,78,,30,65,0.462,10,36,0.278,20,29,0.69,0.538,17,26,0.654,9,25,34,19,8,1,13,12,29,59,0.492,16,33,0.485,13,26,0.5,0.627,4,8,0.5,4,24,28,19,10,1,21,19,2025,buffalo
35776,3.0,3.0,2024-11-11,@,Notre Dame,REG (Non-Conf),L,77,86,,30,70,0.429,11,34,0.324,19,36,0.528,0.507,6,11,0.545,4,29,33,16,6,3,11,20,30,59,0.508,5,20,0.25,25,39,0.641,0.551,21,27,0.778,5,34,39,16,6,5,9,13,2025,buffalo
35777,4.0,4.0,2024-11-14,,Bryant,REG (Non-Conf),L,64,87,,19,53,0.358,6,27,0.222,13,26,0.5,0.415,20,30,0.667,3,27,30,9,2,4,16,19,31,79,0.392,10,27,0.37,21,52,0.404,0.456,15,20,0.75,15,32,47,19,10,4,8,22,2025,buffalo
35778,5.0,5.0,2024-11-19,@,Vermont,REG (Non-Conf),L,67,78,,23,55,0.418,6,19,0.316,17,36,0.472,0.473,15,22,0.682,8,25,33,8,1,5,11,20,27,57,0.474,9,21,0.429,18,36,0.5,0.553,15,22,0.682,7,24,31,12,3,6,3,17,2025,buffalo
35779,6.0,6.0,2024-11-22,,Morgan State,REG (Non-Conf),W,82,73,,31,55,0.564,5,16,0.313,26,39,0.667,0.609,15,25,0.6,7,22,29,17,10,4,10,9,31,68,0.456,10,21,0.476,21,47,0.447,0.529,1,2,0.5,13,22,35,12,6,3,15,19,2025,buffalo
35780,7.0,7.0,2024-11-25,,North Carolina A&T,REG (Non-Conf),W,82,81,,26,64,0.406,8,25,0.32,18,39,0.462,0.469,22,28,0.786,9,30,39,17,3,6,13,13,28,70,0.4,11,28,0.393,17,42,0.405,0.479,14,18,0.778,8,29,37,15,9,4,9,22,2025,buffalo
35781,8.0,8.0,2024-12-01,@,Penn State,REG (Non-Conf),L,64,87,,22,53,0.415,7,27,0.259,15,26,0.577,0.481,13,16,0.813,5,19,24,12,6,3,13,16,35,62,0.565,9,21,0.429,26,41,0.634,0.637,8,13,0.615,7,24,31,23,7,2,11,14,2025,buffalo
35782,9.0,9.0,2024-12-03,,,REG (Non-Conf),W,100,65,,33,64,0.516,7,22,0.318,26,42,0.619,0.57,27,36,0.75,9,37,46,23,17,6,26,6,26,83,0.313,7,41,0.171,19,42,0.452,0.355,6,7,0.857,12,22,34,15,21,3,28,27,2025,buffalo
35783,10.0,10.0,2024-12-07,@,St. Bonaventure,REG (Non-Conf),L,55,65,,20,48,0.417,8,25,0.32,12,23,0.522,0.5,7,7,1.0,4,19,23,8,4,1,18,18,21,47,0.447,4,15,0.267,17,32,0.531,0.489,19,24,0.792,6,19,25,11,10,2,11,11,2025,buffalo
