,Rk,Gtm,Date,Unnamed: 3,Opp,Type,Rslt,Tm,Opp.1,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG.1,FGA.1,FG%.1,3P.1,3PA.1,3P%.1,2P.1,2PA.1,2P%.1,eFG%.1,FT.1,FTA.1,FT%.1,ORB.1,DRB.1,TRB.1,AST.1,STL.1,BLK.1,TOV.1,PF.1,Season,School
36189,1.0,1.0,2024-11-04,@,South Alabama,REG (Non-Conf),W,74,70,,26,52,0.5,9,31,0.29,17,21,0.81,0.587,13,17,0.765,9,21,30,17,11,1,12,13,25,53,0.472,9,28,0.321,16,25,0.64,0.557,11,16,0.688,5,18,23,15,5,1,15,13,2025,central-michigan
36190,2.0,2.0,2024-11-07,,Stony Brook,REG (Non-Conf),L,72,73,,28,58,0.483,7,24,0.292,21,34,0.618,0.543,9,18,0.5,13,24,37,14,8,7,14,20,26,58,0.448,7,18,0.389,19,40,0.475,0.509,14,25,0.56,11,21,32,9,8,0,9,16,2025,central-michigan
36191,3.0,3.0,2024-11-11,@,Marquette,REG (Non-Conf),L,62,70,,21,52,0.404,6,25,0.24,15,27,0.556,0.462,14,21,0.667,7,32,39,15,6,1,24,20,20,55,0.364,10,36,0.278,10,19,0.526,0.455,20,25,0.8,4,20,24,16,19,6,11,21,2025,central-michigan
36192,4.0,4.0,2024-11-13,@,George Mason,REG (Non-Conf),W,70,69,,25,61,0.41,10,26,0.385,15,35,0.429,0.492,10,12,0.833,6,19,25,16,11,3,13,23,20,49,0.408,5,20,0.25,15,29,0.517,0.459,24,34,0.706,8,26,34,8,5,3,15,13,2025,central-michigan
36193,5.0,5.0,2024-11-20,,,REG (Non-Conf),W,86,52,,28,62,0.452,10,28,0.357,18,34,0.529,0.532,20,28,0.714,8,28,36,15,6,6,9,22,14,54,0.259,3,15,0.2,11,39,0.282,0.287,21,27,0.778,9,23,32,6,4,0,18,21,2025,central-michigan
36194,6.0,6.0,2024-11-25,@,Minnesota,REG (Non-Conf),L,65,68,,26,62,0.419,7,24,0.292,19,38,0.5,0.476,6,10,0.6,8,25,33,12,6,2,8,16,24,54,0.444,10,27,0.37,14,27,0.519,0.537,10,17,0.588,6,28,34,17,3,6,10,16,2025,central-michigan
36195,7.0,7.0,2024-12-01,,,REG (Non-Conf),W,115,69,,42,65,0.646,10,21,0.476,32,44,0.727,0.723,21,33,0.636,9,31,40,27,10,3,13,14,29,76,0.382,4,29,0.138,25,47,0.532,0.408,7,14,0.5,11,16,27,12,8,2,14,25,2025,central-michigan
36196,8.0,8.0,2024-12-05,@,,REG (Non-Conf),W,93,69,,34,63,0.54,13,26,0.5,21,37,0.568,0.643,12,17,0.706,8,36,44,18,4,5,15,14,27,72,0.375,10,34,0.294,17,38,0.447,0.444,5,7,0.714,5,18,23,13,8,2,7,15,2025,central-michigan
36197,9.0,9.0,2024-12-14,@,Valparaiso,REG (Non-Conf),L,77,93,,23,55,0.418,4,17,0.235,19,38,0.5,0.455,27,34,0.794,4,21,25,5,8,1,16,18,27,58,0.466,11,26,0.423,16,32,0.5,0.56,28,31,0.903,9,23,32,12,9,1,15,24,2025,central-michigan
36198,10.0,10.0,2024-12-17,N,Mississippi State,REG (Non-Conf),L,59,83,,20,58,0.345,8,26,0.308,12,32,0.375,0.414,11,12,0.917,8,22,30,16,5,3,11,9,35,71,0.493,11,29,0.379,24,42,0.571,0.57,2,7,0.286,14,27,41,24,8,6,5,14,2025,central-michigan
36199,11.0,11.0,2024-12-21,@,Arizona,REG (Non-Conf),L,41,94,,14,54,0.259,3,16,0.188,11,38,0.289,0.287,10,18,0.556,9,17,26,5,3,3,15,13,36,66,0.545,10,29,0.345,26,37,0.703,0.621,12,13,0.923,12,32,44,28,10,3,10,16,2025,central-michigan
36200,12.0,12.0,2024-12-30,,,REG (Non-Conf),W,85,39,,36,57,0.632,2,15,0.133,34,42,0.81,0.649,11,18,0.611,5,33,38,20,15,6,14,14,14,53,0.264,3,26,0.115,11,27,0.407,0.292,8,13,0.615,5,15,20,5,8,3,24,14,2025,central-michigan
36201,13.0,13.0,2025-01-04,,Ohio,REG (Conf),L,55,57,,20,61,0.328,2,15,0.133,18,46,0.391,0.344,13,16,0.813,11,25,36,5,8,3,14,12,24,55,0.436,5,23,0.217,19,32,0.594,0.482,4,10,0.4,6,19,25,14,10,7,13,13,2025,central-michigan
36202,14.0,14.0,2025-01-07,@,Akron,REG (Conf),L,71,87,,26,60,0.433,8,21,0.381,18,39,0.462,0.5,11,11,1.0,5,20,25,15,6,1,9,13,30,65,0.462,18,41,0.439,12,24,0.5,0.6,9,10,0.9,10,23,33,21,6,3,8,16,2025,central-michigan
36203,15.0,15.0,2025-01-10,@,Toledo,REG (Conf),L,67,69,,24,54,0.444,5,21,0.238,19,33,0.576,0.491,14,15,0.933,9,17,26,10,8,2,11,21,24,49,0.49,4,13,0.308,20,36,0.556,0.531,17,23,0.739,10,20,30,17,3,2,14,16,2025,central-michigan
36204,16.0,16.0,2025-01-14,,Eastern Michigan,REG (Conf),W,82,63,,28,60,0.467,5,18,0.278,23,42,0.548,0.508,21,29,0.724,11,24,35,8,10,2,5,23,22,54,0.407,6,24,0.25,16,30,0.533,0.463,13,21,0.619,10,18,28,9,1,6,17,23,2025,central-michigan
36205,17.0,17.0,2025-01-18,@,Northern Illinois,REG (Conf),W,71,66,,29,60,0.483,6,14,0.429,23,46,0.5,0.533,7,11,0.636,11,24,35,18,7,2,14,16,23,54,0.426,13,27,0.481,10,27,0.37,0.546,7,15,0.467,6,17,23,13,6,2,9,12,2025,central-michigan
36206,18.0,18.0,2025-01-21,,Ball State,REG (Conf),L,80,82,,32,69,0.464,7,19,0.368,25,50,0.5,0.514,9,13,0.692,11,18,29,12,12,4,11,19,27,50,0.54,9,20,0.45,18,30,0.6,0.63,19,25,0.76,7,22,29,15,5,6,19,14,2025,central-michigan
36207,19.0,19.0,2025-01-25,,Western Michigan,REG (Conf),W,73,52,,26,60,0.433,6,21,0.286,20,39,0.513,0.483,15,22,0.682,11,29,40,12,4,5,4,13,19,59,0.322,5,24,0.208,14,35,0.4,0.364,9,13,0.692,7,26,33,9,3,1,10,17,2025,central-michigan
36208,20.0,20.0,2025-01-28,@,Buffalo,REG (Conf),L,69,75,,27,55,0.491,5,19,0.263,22,36,0.611,0.536,10,23,0.435,10,24,34,12,9,1,17,16,28,62,0.452,9,27,0.333,19,35,0.543,0.524,10,17,0.588,12,22,34,15,11,3,17,20,2025,central-michigan
36209,21.0,21.0,2025-02-01,,Bowling Green,REG (Conf),W,90,71,,31,55,0.564,10,25,0.4,21,30,0.7,0.655,18,22,0.818,7,22,29,18,4,4,7,16,25,56,0.446,7,24,0.292,18,32,0.563,0.509,14,20,0.7,7,14,21,8,5,4,8,19,2025,central-michigan
36210,22.0,22.0,2025-02-04,,Miami (OH),REG (Conf),L,70,76,,25,59,0.424,6,23,0.261,19,36,0.528,0.475,14,21,0.667,14,23,37,12,6,3,13,19,27,55,0.491,9,23,0.391,18,32,0.563,0.573,13,21,0.619,7,18,25,13,5,4,10,16,2025,central-michigan
36211,23.0,23.0,2025-02-08,,Texas State,REG (Non-Conf),W,85,70,,27,47,0.574,5,10,0.5,22,37,0.595,0.628,26,35,0.743,5,21,26,14,8,2,13,15,29,55,0.527,7,20,0.35,22,35,0.629,0.591,5,11,0.455,7,16,23,13,4,2,17,28,2025,central-michigan
